110.49,-11.249,3.4535,-4.2647,1.8583,9.192,-13.93,13.324,-3.7039,3.7564,9.4294,3.2273,2.1557,1.0654,1.0873,1.112,1.1404,1.1719,1.2073,1.2458,1.288,1.3342,1.3846,1.4401,1.5013,1.5676,3.2507
111.58,-11.141,5.8951,-4.7998,-1.8377,8.421,-8.5111,13.815,-3.2128,6.3009,3.6941,3.5889,0.80035,1.0598,1.0816,1.1071,1.1364,1.1695,1.2073,1.2503,1.299,1.3538,1.4154,1.4846,1.5629,1.6482,3.2507
111.11,-11.262,4.1571,-3.2128,-0.69604,9.9238,-13.138,25.196,-1.4093,4.941,5.4437,2.418,-0.011143,1.0579,1.0781,1.1016,1.1285,1.1589,1.1934,1.2319,1.2755,1.3246,1.3808,1.445,1.5198,1.6064,3.2507
110.84,-11.448,3.8105,-3.533,0.17493,10.562,-11.485,22.268,1.1484,11.004,2.5968,-1.8114,-3.7945,1.0561,1.0772,1.1022,1.1303,1.1627,1.1992,1.2406,1.2874,1.3406,1.4017,1.4725,1.5556,1.654,3.2507
111.42,-10.048,7.4371,-6.6868,-0.22283,3.8315,-10.552,15.263,-3.5061,11.047,6.585,-1.3046,-1.2533,1.0712,1.095,1.1224,1.1539,1.1902,1.231,1.2768,1.3282,1.3859,1.451,1.5239,1.6042,1.6883,3.2507
110.26,-9.6419,6.2794,-6.2426,-5.0222,7.0141,-8.6824,19.737,-2.0043,11.032,4.842,-1.404,-6.2301,1.0661,1.0881,1.1141,1.1436,1.1772,1.2156,1.2585,1.3073,1.3626,1.4253,1.4964,1.5759,1.6607,3.2507
109.67,-10.825,4.0382,-5.6755,-2.663,11.396,-3.8328,18.381,0.13276,10.249,9.4676,0.94983,-6.6429,1.0664,1.0886,1.1136,1.1417,1.1737,1.2097,1.25,1.2956,1.3472,1.4061,1.4738,1.5513,1.6377,3.2507
113.37,-11.648,4.3588,-5.1178,-1.5871,7.7034,-10.355,11.727,-3.5259,10.282,7.1767,0.0056341,0.3496,1.0617,1.082,1.1059,1.1331,1.1646,1.1999,1.2402,1.2855,1.3364,1.3935,1.4573,1.5284,1.6049,3.2507
112.47,-11.639,3.9577,-6.2659,-1.8408,5.8778,-9.6792,18.355,-3.2174,9.8122,5.033,1.8444,5.7296,1.0597,1.081,1.1063,1.1353,1.1683,1.2051,1.2473,1.2953,1.3497,1.4118,1.4833,1.5654,1.6585,3.2507
110.43,-10.494,0.49236,-5.2127,2.4487,11.947,-9.7173,19.247,0.60153,11.564,6.8309,2.5532,-3.9454,1.0693,1.0933,1.1194,1.1502,1.1844,1.2234,1.2672,1.3163,1.3714,1.4335,1.5032,1.581,1.6641,3.2507
111.43,-10.258,5.6694,-3.7115,0.53568,9.0954,-11.394,17.289,-3.6681,10.105,0.84717,-2.6721,0.78915,1.0828,1.1051,1.1305,1.1592,1.192,1.2294,1.2717,1.3188,1.3714,1.4296,1.4936,1.563,1.6369,3.2507
112,-11.496,5.519,-4.958,-4.6444,3.8553,-7.1623,17.206,0.019932,12.455,7.1119,4.4479,6.3758,1.0573,1.0765,1.0993,1.1252,1.1551,1.1895,1.2277,1.2711,1.3201,1.3761,1.4404,1.5154,1.6047,3.2507
110.28,-11.384,4.2947,-0.69287,-1.8483,6.5109,-9.204,22.501,2.8614,12.807,-2.2805,0.70973,4.2035,1.0701,1.0944,1.1219,1.153,1.1875,1.2263,1.2693,1.3175,1.3718,1.4324,1.5005,1.5753,1.6535,3.2507
108.9,-11.546,2.3725,-3.1277,0.2157,8.2314,-8.9406,18.447,3.1234,12.218,0.77929,5.1991,2.2983,1.0832,1.1064,1.1345,1.1652,1.2009,1.2412,1.2867,1.3378,1.395,1.4593,1.531,1.6093,1.6895,3.2507
112.8,-12.054,3.9646,-3.3416,-1.5398,4.7288,-6.5384,10.42,-1.7379,12.93,1.0126,2.0753,2.631,1.0645,1.0874,1.1142,1.144,1.1778,1.2154,1.2574,1.304,1.3567,1.4167,1.4855,1.5659,1.6594,3.2507
110.46,-10.609,4.7684,-4.8255,1.0659,6.6999,-8.3199,19.313,-0.75797,12.42,1.7191,0.51877,-0.72293,1.064,1.0865,1.1119,1.1415,1.1753,1.2143,1.2584,1.3088,1.366,1.4311,1.5045,1.5854,1.6714,3.3564
111.92,-11.218,2.9703,-5.3422,1.8298,9.0498,-10.089,13.136,-0.24992,7.4626,5.9832,3.9294,-0.84137,1.0751,1.0987,1.1254,1.1559,1.1901,1.2282,1.2712,1.3188,1.3726,1.4329,1.5009,1.5781,1.6627,3.3564
