93.284,-4.5085,-0.43795,-8.3268,1.6988,-7.0603,-9.3236,7.2506,1.0004,2.6586,7.8623,-4.8782,-2.4223,1.2117,1.2668,1.3252,1.3862,1.4548,1.5351,1.6284,1.7247,1.7949,1.8255,1.8279,1.8174,1.8034,2.8706
93.055,-3.3411,2.2654,-3.8096,-5.4895,-10.844,-6.8735,3.4844,-2.0357,0.29315,5.0961,0.71032,-3.5456,1.1844,1.2395,1.2997,1.3694,1.4509,1.5494,1.6731,1.813,1.907,1.9378,1.93,1.906,1.8773,2.8706
95.092,-5.1736,0.83862,-8.1777,-1.5856,-3.8484,-6.6073,9.4558,-2.7442,3.7997,8.1738,0.19175,-1.6466,1.2192,1.2787,1.3386,1.3997,1.4664,1.5444,1.6362,1.7291,1.795,1.8224,1.8246,1.8156,1.8031,2.8706
93.3,-4.2961,-0.071178,-9.2287,0.80201,-4.3674,-6.6284,4.2542,1.6777,0.64547,5.1017,2.2666,-3.5571,1.2039,1.2617,1.3245,1.3913,1.4679,1.558,1.6686,1.7948,1.8813,1.9096,1.903,1.8822,1.8586,2.8706
92.262,-3.5856,0.099369,-8.4837,-5.749,-5.3796,-6.529,4.3571,1.9636,6.2298,7.7971,-3.5289,-12.666,1.1936,1.2519,1.3123,1.3809,1.4598,1.5552,1.6737,1.8057,1.8928,1.9186,1.9087,1.8842,1.8569,2.8706
94.871,-3.3097,0.39688,-10.498,-3.8738,-5.4215,-5.3318,4.4484,1.0793,3.7497,10.048,2.0865,-8.8232,1.2062,1.2619,1.3218,1.3893,1.4659,1.5589,1.6727,1.7961,1.8802,1.9058,1.8965,1.8727,1.8469,2.8706
96.888,-4.8572,-1.2816,-10.837,-1.7091,-2.6858,-5.6003,10.163,3.5558,5.567,5.8913,-6.119,-11.491,1.1959,1.2508,1.3081,1.3715,1.4421,1.5236,1.6165,1.7091,1.7695,1.7943,1.7946,1.7832,1.7683,2.8706
93.693,-5.3596,-0.059301,-8.1623,-0.095287,-3.4046,-8.4591,5.045,-1.9323,1.5942,2.301,0.82701,-4.177,1.1734,1.2279,1.2885,1.3568,1.4354,1.5305,1.6478,1.7814,1.8786,1.9131,1.9097,1.8898,1.865,2.8706
93.74,-3.1294,0.0023714,-8.1515,-3.5172,-9.3984,-5.7166,5.4037,-2.3766,3.7854,1.9189,-0.95181,0.098866,1.2231,1.2859,1.3491,1.4135,1.483,1.5675,1.6716,1.7849,1.8606,1.8881,1.8835,1.8665,1.8465,2.8706
93.632,-5.4151,1.5177,-6.9372,-0.73839,-4.4061,-4.0157,13.636,4.3252,0.4362,0.4556,-1.0364,-7.3808,1.195,1.2485,1.3071,1.3712,1.4464,1.5372,1.6512,1.7801,1.8744,1.906,1.9008,1.8803,1.8562,2.8706
92.524,-4.6375,1.0888,-6.4201,0.50335,-4.0935,-9.7906,8.5788,3.7957,2.9409,1.9948,1.9838,-2.1615,1.1997,1.2601,1.3225,1.3898,1.4677,1.5612,1.6762,1.8023,1.8905,1.9211,1.9156,1.8955,1.8715,2.8706
93.946,-4.2704,1.7731,-7.3822,-3.4365,-6.2197,-7.0402,8.772,2.1658,3.1128,3.4567,3.69,-0.90722,1.2079,1.2684,1.3319,1.3993,1.476,1.5694,1.6837,1.8173,1.9051,1.93,1.9189,1.8942,1.8675,2.8706
93.456,-4.7233,-0.73415,-8.5486,-1.7169,-2.2597,-6.5333,6.035,6.2734,2.0229,5.7755,-2.5903,-7.6014,1.2014,1.2608,1.3219,1.3867,1.4591,1.5445,1.6462,1.749,1.8116,1.8304,1.8246,1.8081,1.7895,2.8706
94.715,-5.1538,-1.2634,-9.0333,-0.20647,-4.3633,-4.5289,7.3445,-0.16494,3.3623,3.9986,-10.019,-10.057,1.1845,1.2404,1.3014,1.3697,1.4489,1.5442,1.6638,1.7945,1.8856,1.9138,1.9058,1.8836,1.8577,2.8706
93.097,-5.7255,2.1906,-10.161,-3.9923,-5.3345,-8.4572,5.7815,-0.51727,1.5974,11.774,-1.7825,-6.0303,1.2178,1.2803,1.3396,1.4002,1.4681,1.5498,1.6487,1.7582,1.8395,1.87,1.8691,1.8551,1.8382,2.8706
92.877,-6.0294,-0.28831,-4.2338,0.030147,-6.7956,-8.2273,8.7486,1.0937,-0.83756,6.7952,-5.0165,-3.1897,1.2001,1.259,1.3205,1.3848,1.4608,1.5522,1.6624,1.7794,1.8628,1.8913,1.8869,1.8682,1.8459,2.8244
93.929,-5.3047,1.6289,-6.0751,-2.9065,-6.1528,-3.595,6.1347,-5.6881,0.82063,3.2601,0.016695,-5.2093,1.1948,1.2535,1.3147,1.3828,1.4616,1.5578,1.68,1.8168,1.9154,1.9443,1.9345,1.91,1.8821,2.8244
93.471,-5.1449,0.34719,-6.8674,0.52369,-4.4768,-5.0474,6.6862,0.69206,3.4473,2.6871,-7.5269,-9.7595,1.2089,1.2675,1.3269,1.391,1.4638,1.5529,1.662,1.7798,1.8697,1.9047,1.903,1.8857,1.8639,2.8244
92.827,-4.2754,-1.0923,-6.8119,-5.0557,-5.622,-4.5045,4.1854,3.0654,2.3776,3.2984,-1.3475,-13.453,1.2211,1.2821,1.3425,1.4053,1.4739,1.5556,1.6566,1.7631,1.8324,1.8556,1.8498,1.8325,1.8124,2.8244
92.024,-6.7543,-3.5606,-10.279,-6.4054,-3.7856,-8.9046,0.66587,-2.7516,-0.61674,4.5597,4.7242,-2.5302,1.1758,1.2302,1.2912,1.3625,1.4447,1.5458,1.671,1.8158,1.919,1.9498,1.9395,1.9134,1.8829,2.8244
94.243,-4.7688,-1.2685,-7.6238,1.5202,-3.5771,-7.07,8.5769,1.2161,-1.2847,4.6965,-3.7358,-5.3256,1.2527,1.3182,1.3816,1.4435,1.5077,1.5854,1.6823,1.7903,1.8658,1.8925,1.8873,1.8705,1.8524,2.8244
93.496,-4.7811,1.2148,-8.5961,0.50668,-6.5164,-1.6858,11.736,6.5879,3.3336,3.653,-4.2378,-12.958,1.1997,1.2572,1.3178,1.3857,1.4634,1.557,1.6718,1.7994,1.8819,1.906,1.8982,1.8768,1.8524,2.8244
92.524,-5.5156,1,-8.2186,0.96414,-2.9371,-1.147,8.2117,-1.9538,-0.52086,7.6837,-3.6173,-11.064,1.2084,1.2697,1.3304,1.3961,1.47,1.5605,1.6748,1.8053,1.9043,1.9347,1.9272,1.9043,1.8789,2.8244
94.744,-6.0514,-1.4297,-8.1639,2.0974,0.99037,-5.3279,10.203,-6.162,3.6185,4.4952,-6.9502,-5.7491,1.2064,1.2641,1.3222,1.3811,1.4464,1.5244,1.6213,1.7286,1.8109,1.8468,1.8516,1.8415,1.8265,2.8244
94.689,-4.8243,1.2751,-7.0312,-1.2443,-3.2284,-6.8951,8.0482,-1.9604,0.26135,1.4461,-5.7093,-5.1445,1.201,1.2556,1.3146,1.3757,1.4453,1.5282,1.6268,1.7313,1.8097,1.841,1.8413,1.8288,1.8126,2.8244
93.116,-6.5884,1.6894,-5.2682,-1.6052,-8.4512,-9.8285,11.623,5.7428,-0.24874,-2.3571,-5.5742,-5.0984,1.1993,1.2577,1.3189,1.3862,1.4628,1.5534,1.6655,1.7896,1.8774,1.9055,1.8992,1.8791,1.8558,2.8244
92.767,-5.7916,-0.23598,-8.2107,-1.6378,-3.284,-3.0796,8.6837,0.99582,-0.51373,1.9827,-1.9521,-6.868,1.2114,1.2715,1.3303,1.3929,1.4643,1.5489,1.6478,1.7516,1.8272,1.8592,1.8597,1.846,1.8288,2.8244
95.098,-6.1183,0.29657,-6.8601,-3.0718,-1.0556,-4.0915,5.4261,1.7816,1.8891,-5.2669,-8.2674,-5.0247,1.2034,1.2609,1.321,1.3862,1.4592,1.5464,1.6523,1.7683,1.8432,1.8656,1.8594,1.8413,1.8216,2.8244
93.198,-4.859,1.3135,-6.9835,-1.2335,-5.1098,-4.38,8.3144,2.4851,6.6541,3.8815,-9.2921,-10.923,1.1987,1.2547,1.3171,1.385,1.4634,1.5589,1.6802,1.8193,1.9185,1.9464,1.9359,1.9094,1.8798,2.8244
90.711,-5.8852,0.73939,-6.6263,-3.2077,-0.96873,-0.53945,10.489,-5.6713,1.2066,17.11,-4.1949,-4.6555,1.225,1.2856,1.3445,1.4013,1.4635,1.5386,1.6306,1.7313,1.8073,1.8419,1.8473,1.8397,1.8291,2.8244
92.351,-6.6205,-2.4927,-9.5041,-1.5623,-8.1061,-5.8432,9.1269,-4.7475,6.5729,12.735,-6.1409,-4.5574,1.2055,1.2653,1.3266,1.39,1.4626,1.5501,1.6562,1.7686,1.8453,1.8718,1.8668,1.849,1.8273,2.7048
92.562,-4.2805,0.65022,-10.975,-4.0545,-5.2878,-5.9966,6.3197,-3.6036,3.8083,6.8211,-4.0193,-3.8918,1.1905,1.2458,1.3062,1.373,1.449,1.5423,1.659,1.7912,1.8858,1.9165,1.9107,1.8897,1.865,2.7048
94.038,-5.194,0.090813,-9.7226,-3.6439,-1.2886,0.06462,7.7236,-3.1106,2.1591,1.2944,-3.6712,-5.6296,1.2172,1.2775,1.3382,1.4022,1.4757,1.567,1.6829,1.8124,1.901,1.9303,1.9216,1.8979,1.8714,2.7048
95.7,-4.8196,1.8083,-8.2008,-3.9291,-5.6316,-5.1639,10.565,2.6217,-0.72819,4.1985,-5.2088,-11.256,1.2086,1.2672,1.3276,1.3879,1.4527,1.5297,1.6221,1.7192,1.7871,1.812,1.8109,1.7987,1.7833,2.7048
92.821,-4.7835,1.9004,-7.3991,-3.4549,-6.1015,-8.8737,5.5157,3.555,2.8397,4.3087,-0.44658,-11.26,1.1772,1.2335,1.2939,1.3644,1.4455,1.5445,1.6669,1.8048,1.9025,1.933,1.9254,1.9017,1.8743,2.7048
95.757,-4.7959,-0.38278,-10.86,-0.19194,1.9452,-2.7857,5.9883,-2.9251,6.0669,0.5278,-1.044,-2.7959,1.2314,1.2905,1.3466,1.4037,1.466,1.5396,1.6289,1.724,1.7939,1.8231,1.8252,1.8166,1.8054,2.7048
94.35,-4.3551,1.5906,-11.006,-0.1489,-0.95681,-4.3269,7.7225,0.87635,-4.2878,1.5475,-1.7291,-6.5104,1.2148,1.2758,1.3363,1.3986,1.4689,1.5544,1.661,1.7704,1.8393,1.8612,1.8552,1.8384,1.819,2.7048
92.268,-4.8758,1.939,-8.3162,-1.3618,-6.7701,-4.8151,3.7365,-2.5285,2.2732,9.3984,-3.5252,-8.6609,1.1963,1.2552,1.3166,1.3837,1.461,1.5562,1.6756,1.8079,1.9039,1.9332,1.9242,1.9006,1.8732,2.7048
94.555,-5.1732,0.48757,-9.411,0.59661,-6.27,-7.4384,5.4198,-1.4209,5.4459,2.4226,-4.7995,-1.5425,1.204,1.2653,1.3273,1.3937,1.4689,1.5596,1.6729,1.7958,1.8817,1.9091,1.9017,1.8808,1.8574,2.7048
94.632,-4.8243,1.6349,-6.5609,-0.065357,-6.0889,-6.0443,6.4754,2.8945,-0.30916,1.4411,-3.4301,-9.8301,1.233,1.2944,1.3565,1.4178,1.4817,1.5583,1.6547,1.7589,1.8305,1.8543,1.8496,1.834,1.8164,2.7048
93.535,-3.7935,1.5564,-5.7959,-2.4361,-8.6741,-3.8315,8.0295,5.7722,-3.8469,-0.90204,3.6033,-5.7293,1.1928,1.2466,1.3065,1.3753,1.4549,1.5521,1.6735,1.8052,1.8968,1.9249,1.917,1.8936,1.8663,2.7048
92.868,-4.9506,2.23,-8.2685,-2.7513,-7.983,-4.8081,7.2738,-1.4964,2.9733,5.7272,-0.24258,1.1256,1.2269,1.2881,1.3476,1.409,1.4745,1.5524,1.6499,1.7564,1.8379,1.8703,1.8704,1.8564,1.8396,2.7048
93.814,-4.0951,4.7064,-8.2421,-5.1077,-2.1808,-3.4937,6.8779,-0.57526,2.0438,0.78059,-3.0153,-7.8665,1.2062,1.2636,1.3216,1.3839,1.456,1.542,1.646,1.7532,1.8336,1.8653,1.865,1.8498,1.8309,2.7048
94.121,-5.7725,2.4577,-6.8612,-3.1431,-6.7138,-5.1938,7.2493,2.1449,0.029411,6.0986,0.1957,-4.874,1.2025,1.259,1.3186,1.3834,1.4568,1.5453,1.6534,1.7719,1.8523,1.8798,1.875,1.8571,1.8356,2.7048
93.629,-5.0015,1.7,-7.5987,-4.5907,-8.1244,-6.7017,12.312,2.6449,2.1904,6.5733,-2.1712,-7.1022,1.1953,1.2533,1.3124,1.3781,1.4548,1.5475,1.6645,1.7999,1.8979,1.9296,1.9231,1.901,1.8751,2.7048
94.032,-4.8472,-1.7953,-5.1775,-2.5841,-1.8728,-4.4801,4.5171,0.93515,3.7276,3.7502,-6.3161,-5.9511,1.2328,1.2962,1.3563,1.4169,1.4851,1.5658,1.6605,1.7555,1.8194,1.8385,1.8318,1.8153,1.7972,2.7344
95.177,-4.2832,0.063705,-8.0151,-1.8128,-5.1714,-6.9713,0.83328,1.2862,0.98196,5.3768,-2.0009,-1.0516,1.192,1.2484,1.3093,1.377,1.4555,1.5505,1.6667,1.791,1.8747,1.9017,1.8945,1.8728,1.8481,2.7344
94.223,-4.3171,-0.28158,-6.174,1.5028,-0.76565,-3.4128,5.3204,-1.6998,2.5577,-3.8791,-5.5706,-9.954,1.228,1.2938,1.3563,1.4199,1.4902,1.5726,1.6738,1.7812,1.8546,1.8788,1.8723,1.8539,1.8341,2.7344
